filename,logit,time
/kaggle/working/spotting-diffusion-testing-balanced/ldms/15mm-wide-angle-lens-photo-of-a-rapper-in-1990-new-york-v0-rgr4pg3ka9791.JPEG,-13.043840,24.428086
/kaggle/working/spotting-diffusion-testing-balanced/ldms/1vo6jjh5yra91.JPEG,-6.458614,34.733467
/kaggle/working/spotting-diffusion-testing-balanced/ldms/2-ctPrwa5uOHwZsjPIG5pcmidIseUXA92z8sIzkbEks.JPEG,-8.447577,34.463150
/kaggle/working/spotting-diffusion-testing-balanced/ldms/380u9iwdngs91.JPEG,-5.029349,26.674925
/kaggle/working/spotting-diffusion-testing-balanced/ldms/7du7al7z3z991.JPEG,-8.931233,34.727114
/kaggle/working/spotting-diffusion-testing-balanced/ldms/9d15espdx2991.JPEG,-4.651883,34.703718
/kaggle/working/spotting-diffusion-testing-balanced/ldms/a-medieval-painting-of-the-wifi-not-working-v0-6fyjyh7yq5w81.JPEG,-10.390502,34.772271
/kaggle/working/spotting-diffusion-testing-balanced/ldms/a-painting-by-grant-wood-of-an-astronaut-couple-american-v0-8yhgmhr78dx81.JPEG,-5.660259,34.683220
/kaggle/working/spotting-diffusion-testing-balanced/ldms/a-photo-of-a-confused-grizzly-bear-in-calculus-class-v0-8m62tgd1jsw81.JPEG,-7.809030,34.895711
/kaggle/working/spotting-diffusion-testing-balanced/ldms/ab7wq71pb8291.JPEG,-5.710884,34.926239
/kaggle/working/spotting-diffusion-testing-balanced/ldms/adam-eve-v0-31nnid7dv6ub1.JPEG,-14.161216,34.190495
/kaggle/working/spotting-diffusion-testing-balanced/ldms/average-person-from-different-us-states-v0-168fqe5lyz7b1.JPEG,-7.283845,35.101787
/kaggle/working/spotting-diffusion-testing-balanced/ldms/cast-of-the-office-in-gta-v-style-v0-ryt5x2oz0cbb1.JPEG,-21.728886,49.517440
/kaggle/working/spotting-diffusion-testing-balanced/ldms/celebrities-if-they-worked-normal-jobs-v0-2028htxpky5b1.JPEG,-8.551482,35.014451
/kaggle/working/spotting-diffusion-testing-balanced/ldms/chatgpt-describe-a-new-mascot-for-a-country-midjourney-v0-pc7j5c0sq69b1.JPEG,-16.380133,38.254511
/kaggle/working/spotting-diffusion-testing-balanced/ldms/control-net-is-too-much-power-v0-h77pqzugioja1.JPEG,-10.235918,27.262000
/kaggle/working/spotting-diffusion-testing-balanced/ldms/countries-as-anime-villains-v0-nupq5twok7pb1.JPEG,-20.879347,34.771363
/kaggle/working/spotting-diffusion-testing-balanced/ldms/freddie-mercury-performs-at-the-2023-san-francisco-pride-v0-ye3gznympz4b1.JPEG,-10.353352,34.707479
/kaggle/working/spotting-diffusion-testing-balanced/ldms/gta-san-andreas-brought-to-life-with-controlnet-img2img-v0-z7kpagr0csja1.JPEG,-11.102625,10.693494
/kaggle/working/spotting-diffusion-testing-balanced/ldms/i-heard-people-are-tired-of-waifus-so-here-is-a-cozy-room-v0-tog5q2e183ra1.JPEG,-4.858797,59.855757
/kaggle/working/spotting-diffusion-testing-balanced/ldms/i-mean-i-wanted-a-thunderstorm-in-a-corn-field-but-v0-pkolldt9nc1b1.JPEG,-13.506657,22.523899
/kaggle/working/spotting-diffusion-testing-balanced/ldms/i-really-like-the-community-here-it-feels-like-we-are-all-v0-kjpbzszni2pa1.JPEG,-5.577333,38.629410
/kaggle/working/spotting-diffusion-testing-balanced/ldms/i-swear-ive-seen-this-town-before-controlnet-depth-map-v0-hddhld824lja1.JPEG,-3.884378,25.798979
/kaggle/working/spotting-diffusion-testing-balanced/ldms/if-famous-musicians-were-the-opposite-gender-v0-gwvr1kzix86b1.JPEG,-5.535164,34.278130
/kaggle/working/spotting-diffusion-testing-balanced/ldms/if-pixar-made-the-harry-potter-series-v0-jntgftflumta1.JPEG,-14.043394,21.864986
/kaggle/working/spotting-diffusion-testing-balanced/ldms/influential-people-as-the-homeless-v0-u0h9tc1ahr9b1.JPEG,-14.914095,9.631190
/kaggle/working/spotting-diffusion-testing-balanced/ldms/iq2b6uifuacc1.JPEG,-10.769144,22.663356
/kaggle/working/spotting-diffusion-testing-balanced/ldms/ive-trained-gta-san-andreas-concept-art-lora-v0-a32nfpflv1za1.JPEG,-24.830338,34.656253
/kaggle/working/spotting-diffusion-testing-balanced/ldms/lets-face-it-this-is-the-most-stereotypical-person-of-a-v0-m2b8wopa0acb1.JPEG,-15.482027,29.610348
/kaggle/working/spotting-diffusion-testing-balanced/ldms/lofi-nuclear-war-to-relax-and-study-to-v0-itsj9w6zsnw91.JPEG,-7.496414,39.679439
/kaggle/working/spotting-diffusion-testing-balanced/ldms/made-a-bunch-of-pepes-with-sd-i-like-this-one-v0-4j67u6jml0za1.JPEG,-14.838636,38.678257
/kaggle/working/spotting-diffusion-testing-balanced/ldms/mgaw4jestt291.JPEG,-6.041836,34.578839
/kaggle/working/spotting-diffusion-testing-balanced/ldms/modern-society-tells-us-that-dresses-are-only-for-women-but-v0-9507a2c4lr3b1.JPEG,-7.064607,34.721684
/kaggle/working/spotting-diffusion-testing-balanced/ldms/most-attractive-man-in-a-country-v0-9pwswqjkat8b1.JPEG,-6.716886,36.101540
/kaggle/working/spotting-diffusion-testing-balanced/ldms/my-collection-of-brokers-bankers-and-lawyers-into-the-wild-v0-r4ehuhfk3lwa1.JPEG,-8.491138,60.314342
/kaggle/working/spotting-diffusion-testing-balanced/ldms/my-indian-dad-accidentally-taking-a-selfie-with-the-front-v0-dnbmj8ixm7891.JPEG,-7.517362,38.982618
/kaggle/working/spotting-diffusion-testing-balanced/ldms/my-take-on-the-real-life-simpsons-v0-2pn8ca119w5b1.JPEG,-8.535216,35.088015
/kaggle/working/spotting-diffusion-testing-balanced/ldms/nuclear-explosion-gender-reveal-party-who-doesnt-love-them-v0-tv9qpo7y8x7a1.JPEG,-4.993797,19.657781
/kaggle/working/spotting-diffusion-testing-balanced/ldms/o19z2x9erje91.JPEG,-10.916710,35.240346
/kaggle/working/spotting-diffusion-testing-balanced/ldms/overly-excited-redditor-frantically-pumping-quarters-into-v0-8syzchk1w6i91.JPEG,-7.351506,34.922348
/kaggle/working/spotting-diffusion-testing-balanced/ldms/p01gjlx36ax81.JPEG,-5.557258,35.024518
/kaggle/working/spotting-diffusion-testing-balanced/ldms/painting-of-the-orange-cat-otto-von-garfield-count-of-v0-352lqaa4mjt81.JPEG,-5.709050,9.954582
/kaggle/working/spotting-diffusion-testing-balanced/ldms/pq8ixwbrlr991.JPEG,-5.818777,35.105097
/kaggle/working/spotting-diffusion-testing-balanced/ldms/rick-rolled-v0-ckil6sgg5nob1.JPEG,-15.834777,29.677186
/kaggle/working/spotting-diffusion-testing-balanced/ldms/spider-man-from-ancient-rome-v0-vcit6daae1491.JPEG,-12.087058,35.099278
/kaggle/working/spotting-diffusion-testing-balanced/ldms/stelfie-log-ulysses-and-the-trojan-horse-v0-dqn67jxm9x4a1.JPEG,-8.676888,26.955032
/kaggle/working/spotting-diffusion-testing-balanced/ldms/subliminal-advertisement-v0-1jwsg311k2pb1.JPEG,-10.877568,19.680844
/kaggle/working/spotting-diffusion-testing-balanced/ldms/the-7-deadly-sins-according-to-midjourney-v0-0mwiyi16md4b1.JPEG,-9.415523,35.050927
/kaggle/working/spotting-diffusion-testing-balanced/ldms/the-elements-of-fire-water-earth-and-air-digital-art-v0-res0680luzg91.JPEG,-1.860268,34.798625
/kaggle/working/spotting-diffusion-testing-balanced/ldms/the-forgotten-kebab-challenge-1979-v0-b7dmq7rfch2c1.JPEG,-9.722660,35.057053
/kaggle/working/spotting-diffusion-testing-balanced/ldms/the-full-quaker-oats-painting-v0-jvy46y87fyl91.JPEG,-5.670012,35.115053
/kaggle/working/spotting-diffusion-testing-balanced/ldms/the-most-average-woman-in-each-us-state-part-1-v0-6df0ini59ryb1.JPEG,-14.491087,9.602117
/kaggle/working/spotting-diffusion-testing-balanced/ldms/the-most-stereotypical-person-in-country-v0-csspc0lhcc0b1.JPEG,-10.233494,35.308542
/kaggle/working/spotting-diffusion-testing-balanced/ldms/the-most-stereotypical-person-in-state-name-v0-0jmu81ja880b1.JPEG,-7.686959,35.526931
/kaggle/working/spotting-diffusion-testing-balanced/ldms/this-is-year-2137-world-tension-is-rising-and-countries-v0-7ku5orukkoab1.JPEG,-22.557089,22.332017
/kaggle/working/spotting-diffusion-testing-balanced/ldms/this-isnt-what-i-asked-for-i-only-want-the-girl-im-new-to-v0-n186t2ltthqa1.JPEG,-6.783232,8.310496
/kaggle/working/spotting-diffusion-testing-balanced/ldms/this-took-all-night-but-i-think-it-paid-off-v0-a99p0j37ak1b1.JPEG,-19.810295,32.431855
/kaggle/working/spotting-diffusion-testing-balanced/ldms/what-is-the-first-giveaway-that-it-is-not-a-photo-v0-ehklotwhmx8c1.JPEG,-7.783517,34.047276
/kaggle/working/spotting-diffusion-testing-balanced/ldms/wonders-of-the-world-misspelled-in-midjourney-pt-2-v0-n7d5u1anvk3b1.JPEG,-10.719756,34.877853
/kaggle/working/spotting-diffusion-testing-balanced/ldms/xwys3gxe1fc91.JPEG,-5.309624,34.810525
